CURRENTOPERATORNAME,WELL COUNT,CURRENTOPERATORCODE,CURRENTOPERATORCODE,OperatorShort,OperatorAlias,OperatorTicker,CompanyType,Merged,Notes
GIBSON C O,13,12792,12792,,,,,,
HEIGHTS ENERGY CORPORATION,13,208941,208941,,,,,,
SAPPHIRE AMERICAN PETROLEUM,13,168244,168244,,,,,,
MARTIN JIMMY INCORPORATED,13,21470,21470,,,,,,
GROSE OIL COMPANY,13,13574,13574,,,,,,
LONE STAR,13,151672,151672,,,,,,
MANTI TARKA PERMIAN OPERATING LLC,13,266124,266124,,,,,,
THALMANN OIL FIELD SERVICE INCORPORATED,13,33308,33308,,,,,,
HINSON BROTHERS INCORPORATED,13,15307,15307,,,,,,
GOWER LEE R,13,13195,13195,,,,,,
SOUTHWAY DEVELOPMENT CORPORATION,13,31432,31432,,,,,,
WIND RIVER OIL,13,100166,100166,,,,,,
WILSON WILLIAM B,13,88868,88868,,,,,,
600 OIL COMPANY INCORPORATED,13,70,70,,,,,,
CLYDE PETROLEUM INCORPORATED,13,6868,6868,,,,,,
M & G OIL COMPANY,13,20667,20667,,,,,,
MIJA LIMITED LIABILITY CORPORATION,13,208850,208850,,,,,,
FALCON OIL & GAS COMPANY,13,11153,11153,,,,,,
CHALLENGE PETROLEUM COMPANY,13,43712,43712,,,,,,
ROLFE B N,13,144370,144370,,,,,,
NOTLEY ED,13,143586,143586,,,,,,
MIDLAND INVESTMENT COMPANY,13,143258,143258,,,,,,
ROYAL ENERGY RESC LIMITED,13,29188,29188,,,,,,
SOUTHWEST WORKOVER COMPANY,13,144867,144867,,,,,,
T G & S OIL,13,151794,151794,,,,,,
ROSE PETROLEUM CORPORATION,13,49780,49780,,,,,,
ENEL STILLWATER LLC,13,229822,229822,,,,,,
SNELSON ELMER,13,98665,98665,,,,,,
CHRISTENSEN & MATTHEWS,13,6493,6493,,,,,,
RAKER RESOURCES LLC,13,240987,240987,,,,,,
ROBERTSON WILLIAM C & ASSOCIATES,13,28788,28788,,,,,,
DASA OIL COMPANY,13,8532,8532,,,,,,
WILLIAMS DRILLING COMPANY,13,36420,36420,,,,,,
KRAMER H G,13,204720,204720,,,,,,
WESTCOAST OIL & GAS COMPANY,13,75904,75904,,,,,,
WILSON PETROLEUM CORPORATION,13,145815,145815,,,,,,
FLUSCHE HERB,13,11576,11576,,,,,,
AMERICAN OIL DEVELOPMENT,13,137402,137402,,,,,,
CREGO EXPLORATION,13,7765,7765,,,,,,
CUSTER OIL COMPANY,13,8030,8030,,,,,,
BRIDGER ENVIRONMENTAL LLC,13,269315,269315,,,,,,
ST CROIX EXPLORATION,13,144926,144926,,,,,,
BOWERS BILL,13,43234,43234,,,,,,
GREENWOOD HOYET,13,99157,99157,,,,,,
JACKSON P B ESTATE,13,46337,46337,,,,,,
FIVE STAR ENERGY INCORPORATED,13,208024,208024,,,,,,
RILEY EXPLORATION LLC,13,228166,228166,,,,,,
JWA OIL COMPANY INCORPORATED,13,17913,17913,,,,,,
DUDLEY RAY W,13,103682,103682,,,,,,
STOWE ARWOOD H,13,100175,100175,,,,,,
AMSTER N L,13,62023,62023,,,,,,
BRINKMEYER C A,13,80080,80080,,,,,,
RUSSELL FRANK,13,49869,49869,,,,,,
COZART OIL,13,44045,44045,,,,,,
FLYING M PETROLEUM LLC,13,270806,270806,,,,,,
QUEST PROPERTY INCORPORATED,13,27248,27248,,,,,,
ALLISON FRED M,13,11942,11942,,,,,,
LIVINGSTON CORPORATION,13,172078,172078,,,,,,
COMMONWEALTH ENERGY INCORPORATED,13,7205,7205,,,,,,
GILLESPIE E N,13,162531,162531,,,,,,
MEREDITH CLEGG & HUNT ET AL,13,84067,84067,,,,,,
SAXET PROD COMPANY,13,86469,86469,,,,,,
ROYALTY EXPLORATION INCORPORATED,13,29207,29207,,,,,,
HANCOCK WARREN J,13,101752,101752,,,,,,
TEXMASS PETROLEUM COMPANY,13,51075,51075,,,,,,
RYAN PETROLEUM,13,49882,49882,,,,,,
SNEED DRILLING,13,144821,144821,,,,,,
CORDOVA OIL & GAS INCORPORATED,13,43990,43990,,,,,,
OKEYA OIL & GAS,13,175013,175013,,,,,,
LILIS ENERGY INCORPORATED,13,256220,256220,,,,,,
ATASCOSA EXPLORATION LLC,13,226979,226979,,,,,,
AURORA GAS,13,134968,134968,,,,,,
SMALL FRANK OIL COMPANY,13,40707,40707,,,,,,
G & D ENERGY INCORPORATED,13,12128,12128,,,,,,
BASIN FUEL LIMITED,13,2524,2524,,,,,,
MCCURDY O W OIL COMPANY,13,21967,21967,,,,,,
ROCKWELL ENERGY CORPORATION,13,89514,89514,,,,,,
WHEELOCK OIL COMPANY,13,88680,88680,,,,,,
TEXAS GULF,13,137495,137495,,,,,,
T D OPERATING COMPANY INCORPORATED,13,126439,126439,,,,,,
MITCHELL GEORGE H,13,84225,84225,,,,,,
MORRISON INTERNATL ENERGY INCORPORATED,13,48125,48125,,,,,,
ARCADIA REFINING COMPANY,13,1404,1404,,,,,,
PHILLIPS KENT E COMPANY,13,89646,89646,,,,,,
FOUR SEAS EXPLORATION LLC,13,212703,212703,,,,,,
HOLLINGSWORTH C ETAL,13,104562,104562,,,,,,
EUBANK OPERATING COMPANY,13,121886,121886,,,,,,
MCELVAIN T H,13,22041,22041,,,,,,
WEBB MAX D,13,21632,21632,,,,,,
EAGLE PETROLEUM,13,124316,124316,,,,,,
OROURKE OIL,13,100437,100437,,,,,,
CHAVEZ OIL LIMITED,13,6307,6307,,,,,,
LARAMIE RESOURCES INCORPORATED,13,19464,19464,,,,,,
STARR COUNTY OIL & GAS INCORPORATED,13,31774,31774,,,,,,
SMK ENERGY,13,108973,108973,,,,,,
PRIVETT DRILLING,13,49266,49266,,,,,,
GAS PRODUCING ENTERPRISE,13,76958,76958,,,,,,
OLSON L H & S A DRILLING,13,183144,183144,,,,,,
GRAY FOX OPERATING COMPANY,13,13332,13332,,,,,,
NORTH AMERICAN OIL & REFINING,13,203779,203779,,,,,,
LION OIL & REFINING,13,142860,142860,,,,,,
CRIMSON ENERGY PARTNERS LP,13,218460,218460,,,,,,
PERDIDO ENERGY LLC,13,272238,272238,,,,,,
RAMSEY,13,49422,49422,,,,,,
MEYER M W,13,47865,47865,,,,,,
LTS OIL & GAS A,13,221521,221521,,,,,,
CONSOLIDATED CACHE PET INCORPORATED,13,7307,7307,,,,,,
WRIGHT ROSA B,13,52186,52186,,,,,,
NORTH LEA JOINT VENTURE,13,24311,24311,,,,,,
HIAWATHA EXPLORATION COMPANY,13,128142,128142,,,,,,
MCCARRICK OIL COMPANY,13,143102,143102,,,,,,
AYLESWORTH CLYDE C,13,157524,157524,,,,,,
WILSHIRE OIL COMPANY,13,88846,88846,,,,,,
DANA PETROLEUM INCORPORATED,13,44213,44213,,,,,,
EXETER NORTHERN DRILLING,13,146372,146372,,,,,,
UTAH GEOLOGICAL SURVEY,13,145463,145463,,,,,,
ROYSE ENTERPRISE,12,29216,29216,,,,,,
BROWN & THORP OIL COMPANY,12,4359,4359,,,,,,
SCHMIDT WALLIE A,12,30008,30008,,,,,,
DEE & SON,12,254100,254100,,,,,,
LOVING COMPANY THE,12,20433,20433,,,,,,
WITHERSPOON,12,174452,174452,,,,,,
INTERNATIONAL OIL CORPORATION,12,55646,55646,,,,,,
CAERUS ENERGY SERVICES LLC,12,275597,275597,,,,,,
ARMAN H J DE,12,181621,181621,,,,,,
TRANS AMERICAN ENERGY,12,69365,69365,,,,,,
C B GAS GATHERING COMPANY,12,59627,59627,,,,,,
GARNER EUGENE,12,141715,141715,,,,,,
BROWN & FITCH OIL & GAS COMPANY,12,4353,4353,,,,,,
BADGER ENERGY INCORPORATED,12,123331,123331,,,,,,
LEWIS DRILLING COMPANY,12,172979,172979,,,,,,
COASTAL PLAINS EXPLORATION LLC,12,229455,229455,,,,,,
BUZZINI W J & A P,12,59610,59610,,,,,,
HIGH SKY PARTNERS LLC,12,229704,229704,,,,,,
CARPENTER F H ET AL,12,59850,59850,,,,,,
INDUSTRIAL OIL,12,46236,46236,,,,,,
HOWELL BILLY J,12,15813,15813,,,,,,
COSHOW C L OIL COMPANY LIMITED,12,160216,160216,,,,,,
AYLUMA OPERATING INCORPORATED,12,214479,214479,,,,,,
1914 OIL & GAS,12,100467,100467,,,,,,
TRI MARK OIL COMPANY,12,88041,88041,,,,,,
R & M PETROLEUM INCORPORATED,12,27314,27314,,,,,,
NEFF GEORGE,12,112053,112053,,,,,,
ROBINSON OIL & GAS INCORPORATED,12,28807,28807,,,,,,
TOWNES HARRISON L,12,102266,102266,,,,,,
LARKINS CARL R,12,204930,204930,,,,,,
HUGHES DEVELOPMENT LIMITED,12,142269,142269,,,,,,
MORGAN & FLYNN,12,48073,48073,,,,,,
VALERO TERMINALING & DISTRIBUTING CO,12,227272,227272,,,,,,
ROCKET PETROLEUM COMPANY INCORPORATED,12,28850,28850,,,,,,
PYRAMID REX,12,416341,416341,,,,,,
TROUP & MOORE DRILLING CONTRACTOR,12,203733,203733,,,,,,
COLE A R,12,159930,159930,,,,,,
ELSON OIL COMPANY,12,10467,10467,,,,,,
GRAHAM BROTHERS OIL,12,200010,200010,,,,,,
HOEDEBECK R J,12,15399,15399,,,,,,
HINSON BROTHERS,12,56035,56035,,,,,,
ELLIOTT LEE,12,44751,44751,,,,,,
CRAWFORD JOHN L,12,7733,7733,,,,,,
WILEY THOMAS N,12,36323,36323,,,,,,
BIG SIOUX OIL COMPANY,12,173433,173433,,,,,,
STAHL LLOYD R,12,31683,31683,,,,,,
NORTH LA BARGE OIL,12,100330,100330,,,,,,
TERRA ENERGY CORPORATON,12,98940,98940,,,,,,
ORNI 47 LLC,12,238324,238324,,,,,,
CARTER JOHNNIE,12,76236,76236,,,,,,
BELFER NATURAL GA,12,61403,61403,,,,,,
SEEKER OIL INCORPORATED,12,40593,40593,,,,,,
PERKINS PRODUCTION COMPANY LLC,12,85229,85229,,,,,,
MUCKELROY R V,12,84440,84440,,,,,,
HAMMAN OIL & GAS,12,101749,101749,,,,,,
S2 ENERGY LLC,12,231446,231446,,,,,,
APC WATER HOLDINGS 1 LLC,12,272368,272368,,,,,,
IDEAL OIL & GAS COMPANY,12,16238,16238,,,,,,
MONDAY OIL COMPANY,12,84272,84272,,,,,,
CDM OIL & GAS COMPANY,12,75986,75986,,,,,,
MATTKE PAUL,12,21608,21608,,,,,,
TARVER & NANCE,12,145129,145129,,,,,,
C & C OIL COMPANY,12,4969,4969,,,,,,
BLANCHARD J B,12,140465,140465,,,,,,
RAIDER OIL CORPORATION,12,85734,85734,,,,,,
KING M L,12,46718,46718,,,,,,
NEPSTAD & MONTGMRY ETAL,12,100391,100391,,,,,,
HANOCO INCORPORATED,12,14299,14299,,,,,,
KING PETROLEUM,12,125350,125350,,,,,,
JICO EXPLORATION INCORPORATED,12,17347,17347,,,,,,
GRALAPP & EVERLY,12,38711,38711,,,,,,
WOMACK G F,12,170607,170607,,,,,,
TEXAS PROGRESS,12,137555,137555,,,,,,
INTRAMERICAN ENERGY CORPORATION,12,55653,55653,,,,,,
HAILEY E M,12,14098,14098,,,,,,
POOL & HOOPER OIL PROPERTIES,12,85481,85481,,,,,,
SULLIVAN & GARNETT,12,90585,90585,,,,,,
GALBRAITH H H,12,162288,162288,,,,,,
REDCO CORPORATION THE,12,27965,27965,,,,,,
COX & HAMON & COATES,12,60570,60570,,,,,,
BERTMAN DRILLING & PRODUCING CORPORATION,12,3010,3010,,,,,,
R-K OIL & GAS,12,173896,173896,,,,,,
OLD PUEBLO CORPORATION,12,24861,24861,,,,,,
GAGE & RENSHAW,12,100272,100272,,,,,,
TRENCHCO INCORPORATED,12,51281,51281,,,,,,
RICHARD CHAS J,12,28324,28324,,,,,,
CARIBBEAN ENERGY LLC,12,239831,239831,,,,,,
AVALANCHE-JOURNAL PUBLISHING COMPANY,12,1815,1815,,,,,,
PRAIRIE,12,85546,85546,,,,,,
FRANCO WESTERN OIL COMPANY,12,81562,81562,,,,,,
MUSSELMAN OWEN & KING OPERATING INC,12,23672,23672,,,,,,
RAHM JACK P,12,27580,27580,,,,,,
RICHARDSON BROTHERS OIL COMPANY,12,85965,85965,,,,,,
SHALE OPERATING COMPANY,12,86659,86659,,,,,,
MERIT GAS & OIL COMPANY INCORPORATED,12,22439,22439,,,,,,
PA ENERGY,12,129290,129290,,,,,,
PARKER SHIRLEY M,12,117521,117521,,,,,,
NCEY HOLDINGS LLC,12,229597,229597,,,,,,
SORRELLS J W,12,144848,144848,,,,,,
DENMAN & HOLBERT,12,265903,265903,,,,,,
HELTON ENGINEERING & GEOLOGICAL SERVICE,12,14911,14911,,,,,,
LA PLATA OPERATING COMPANY INCORPORATED,12,19215,19215,,,,,,
CREE OIL & EXPLORATION COMPANY,12,7754,7754,,,,,,
CDX RIO LIMITED LIABILITY CORPORATION,12,214905,214905,,,,,,
ALON USA LIMITED PARTNERSHIP,12,208521,208521,,,,,,
CONQUEST PETROLEUM INCORPORATED,12,60439,60439,,,,,,
PARK CENTER OIL & GAS INCORPORATED,12,48819,48819,,,,,,
MESKER R F,12,143223,143223,,,,,,
NEW ENERGY COMPANY,12,90783,90783,,,,,,
JENEX OPERATING COMPANY OF TEXAS,12,55446,55446,,,,,,
CHOYA OPERATING LLC,12,249321,249321,,,,,,
STATES EXPLORATION,12,66893,66893,,,,,,
BUTLER OIL COMPANY,12,74480,74480,,,,,,
KAHAN & ASSOC INCORPORATED,12,18074,18074,,,,,,
SONAT ENERGY RATON LLC,12,195243,195243,,,,,,
ROCKFORD ENERGY PARTNERS II LLC,12,222058,222058,,,,,,
COLE J R JR,12,159936,159936,,,,,,
ABERCROMBIE & HARRISON,12,173366,173366,,,,,,
ELBAR OIL COMPANY,12,44734,44734,,,,,,
PETX PETROLEUM CORPORATION,12,40141,40141,,,,,,
OLIVER OIL & GAS,12,84862,84862,,,,,,
DOAN OIL COMPANY,12,9333,9333,,,,,,
A & A TANK TRUCK COMPANY,12,81,81,,,,,,
MOORE MCCORMACK PROD INCORPORATED,12,79086,79086,,,,,,
BOUNDARY VENTURES INCORPORATED,12,134048,134048,,,,,,
TEXACO TPC INCORPORATED,12,87675,87675,,,,,,
SUTTON J E OIL & GAS INCORPORATED,12,50876,50876,,,,,,
CASSELMAN,12,246848,246848,,,,,,
MALERNEE OIL COMPANY,12,21096,21096,,,,,,
CARAWAY R J,12,59808,59808,,,,,,
CINNAMON CREEK OIL & GAS,12,208492,208492,,,,,,
CHERRY & KIDD,12,68015,68015,,,,,,
LAB ENERGY,12,110618,110618,,,,,,
WESTERN INTERIOR OIL & GAS CORPORATION,12,220234,220234,,,,,,
MYERS OIL & GAS CORPORATION,12,197102,197102,,,,,,
S W D OPERATING INCORPORATED,12,29536,29536,,,,,,
MID-CONTINENT ENERGY INCORPORATED,12,96432,96432,,,,,,
HOUGHTON OIL & GAS INCORPORATED,12,15742,15742,,,,,,
OASIS OPERATING INCORPORATED,12,24585,24585,,,,,,
VANSCO EXPLORATION INCORPORATED,12,51486,51486,,,,,,
ASPEN EXPLORATION CORPORATION,12,1662,1662,,,,,,
SIMONS G A,12,168662,168662,,,,,,
FLORANCE DRILLING COMPANY,12,141579,141579,,,,,,
CRUSADER ENERGY GROUP INC,12,227985,227985,,,,,,
DEL MAR DRILLING,12,139244,139244,,,,,,
JRHOP INCORPORATED,12,46300,46300,,,,,,
FERGUSON OIL COMPANY,12,11296,11296,,,,,,
E & R OIL COMPANY,12,9911,9911,,,,,,
PRATT GRIFFITH TETEN,12,26871,26871,,,,,,
BOYLE ROBERT M,12,171834,171834,,,,,,
BUTLER W W INCORPORATED,12,41294,41294,,,,,,
ALLEN EXPLORATION INCORPORATED,12,93216,93216,,,,,,
THOMPSON TYE DRILLING,12,33508,33508,,,,,,
MINER BOB,12,22884,22884,,,,,,
HI - MOUNTAIN ENERGY CORPORATION,12,15122,15122,,,,,,
GECKO INCORPORATED,12,128576,128576,,,,,,
PRENTICE SPELMAN & ASSOCIATES,12,143994,143994,,,,,,
MIDWEST ENERGY CORPORATION,12,22693,22693,,,,,,
HEYSER & HEARD,12,100806,100806,,,,,,
WDH OIL PROPERTIES INCORPORATED,12,88346,88346,,,,,,
ROBINSON RESOURCES DEVEL COMPANY INC,12,28811,28811,,,,,,
IVY PETROLEUM,12,46273,46273,,,,,,
INTERSTATE EXPLORATIONS LLC,12,151735,151735,,,,,,
INMAN JAMES,12,134685,134685,,,,,,
PANNONIAN ENERGY INCORPORATED,12,209449,209449,,,,,,
HAROLD PETROLEUM,12,45689,45689,,,,,,
THREE BAR OIL COMPANY,12,130713,130713,,,,,,
WENTZ,12,183079,183079,,,,,,
M & W PRODUCING COMPANY,12,20716,20716,,,,,,
GREER TOM C,12,200658,200658,,,,,,
GARCIA A H,12,12366,12366,,,,,,
DIMMIT COUNTY SWD LLC,12,238481,238481,,,,,,
CLARK EXPLORATION & PROD COMPANY INC,12,6668,6668,,,,,,
WHITNEY OPERATING COMPANY,12,36217,36217,,,,,,
REYNOLDS C E & COMPANY,12,167814,167814,,,,,,
GILLHAM OIL & GAS INCORPORATED,12,61984,61984,,,,,,
TIPTON OIL & GAS ACQUISITIONS INC,12,211511,211511,,,,,,
SAND POINT LIMITED LIABILITY CORP,12,209509,209509,,,,,,
ENCORE OPERATING COMPANY,12,214180,214180,,,,,,
TERRA MARINE ENERGY,12,73929,73929,,,,,,
EIG PETROLEUM LLC,12,251157,251157,,,,,,
BURWINKLE & SCANLON,12,91295,91295,,,,,,
CHAMBERS-HENDRICKS OIL & GAS INC,12,43716,43716,,,,,,
MCNEAL & JOHNSON,12,196684,196684,,,,,,
DCB OIL & GAS INCORPORATED,12,8763,8763,,,,,,
STROUBE CENTRAL COMPANY,12,32149,32149,,,,,,
HGN OPERATING COMPANY INCORPORATED,12,98502,98502,,,,,,
TECH RESOURCES INCORPORATED,12,99789,99789,,,,,,
UNITED TEXAS CORPORATION (A),12,34613,34613,,,,,,
RICH OIL COMPANY,12,28312,28312,,,,,,
MORGAN ROY L,12,23337,23337,,,,,,
ORR PRODUCTION COMPANY,12,94866,94866,,,,,,
NOBLE OPERATING COMPANY INCORPORATED,12,48397,48397,NOBLE,NOBLE,NBL,PUBLIC,NO,
ALAMO DRILLING INCORPORATED,12,97807,97807,,,,,,
TROUP & MOORE & HALL,12,203826,203826,,,,,,
MYSTIQUE RESOURCES COMPANY,12,233442,233442,,,,,,
HOBART PROD COMPANY,12,45972,45972,,,,,,
INTEGRITY PETROLEUM GROUP INC,12,216378,216378,,,,,,
S & B GAUGING SERVICES LLC,12,269333,269333,,,,,,
CAPTIVA ENERGY PARTNERS LLC,12,275339,275339,CAPTIVA,CAPTIVA,,PRIVATE,NO,
MORGAN T P,12,143370,143370,,,,,,
COPPERTOP,12,212967,212967,,,,,,
MORGAN FRED DRILLING,12,196974,196974,,,,,,
RICKS EXPLORATION ACQUISITION CORP,12,132640,132640,,,,,,
INCA OIL & GAS INCORPORATED,12,16281,16281,,,,,,
GILLETTE C K,12,162544,162544,,,,,,
GRYNBERG JACK DBA GRYNBERG PETROLEUM CO,12,245970,245970,,,,,,
M-B OPERATING COMPANY INCORPORATED,12,83493,83493,,,,,,
TRANSOK INCORPORATED,12,98812,98812,,,,,,
FORTUNA U S INCORPORATED,12,203338,203338,,,,,,
BREHM C E ET AL,12,62748,62748,,,,,,
COX P D INCORPORATED,12,61928,61928,,,,,,
MORRIS SITRIN INCORPORATED,12,196993,196993,,,,,,
SACO MUNICIPAL GAS SERVICE,12,76868,76868,,,,,,
CRAMER OIL COMPANY,12,44052,44052,,,,,,
INSALACO DAN,12,46251,46251,,,,,,
BURNHAM OIL COMPANY,12,4796,4796,,,,,,
CORAL PETROLEUM DEVELOPMENT INC,12,7446,7446,,,,,,
STAUB LARRY,12,31800,31800,,,,,,
BRYANT HARRY T DRILLING COMPANY,12,59484,59484,,,,,,
SCHNITZ PLES E,12,104474,104474,,,,,,
KENDOL EXPLORATION INCORPORATED,12,46655,46655,,,,,,
WARD E B,12,35499,35499,,,,,,
FELDT & MAYTAG,12,81404,81404,,,,,,
FREEMAN ENERGY INCORPORATED,12,57105,57105,,,,,,
STEARNS L G,12,100336,100336,,,,,,
EAGLE OPERATING COMPANY INCORPORATED,12,78076,78076,,,,,,
SACKEROL ENTERPRISES INCORPORATED,12,96449,96449,,,,,,
NELSON DRILLING COMPANY,12,23980,23980,,,,,,
KA-HUGH ENTERPRISES INCORPORATED,12,55216,55216,,,,,,
KESTREL RESOURCES INCORPORATED,12,129206,129206,,,,,,
CITIES PROD COMPANY,12,43784,43784,,,,,,
CREWS THOMAS W,12,141058,141058,,,,,,
GILCHRIST DRILLING COMPANY,12,81742,81742,,,,,,
HAMBRIGHT DALE,12,14180,14180,,,,,,
HALLCO PETROLEUM INCORPORATED,12,125489,125489,,,,,,
HEALDTON PETROLEUM,12,45830,45830,,,,,,
AMERICAN DISPOSAL SERVICES INCORPORATED,12,128310,128310,,,,,,
CRESCENT PETROLEUM CORPORATION,12,60614,60614,,,,,,
SIMEK OIL PROPERTIES INC,12,50333,50333,,,,,,
SFJV ENTERPRISES INCORPORATED,12,30371,30371,,,,,,
HALLMARK PETROLEUM CORPORATION,12,14173,14173,,,,,,
USSRAM EXPL COMPANY & SHARON STEEL CORP,12,77164,77164,,,,,,
TRIPLE H PROD,12,72134,72134,,,,,,
MAC ENERGY COMPANY,12,20908,20908,,,,,,
JONES JAY D (TRUST),12,17727,17727,,,,,,
FRANCIS OIL & GAS,12,45082,45082,,,,,,
LPES INCORPORATED,12,214881,214881,,,,,,
UNION OIL & GAS CORP OF LOUISIANA,12,88187,88187,,,,,,
TARPLEY JOHN G,12,50977,50977,,,,,,
ABERCROMBIE A L INCORPORATED,12,323,323,,,,,,
SOUTHERN OIL OPE,12,91931,91931,,,,,,
MID-STATE DRILLING,12,108630,108630,,,,,,
PARAMONT INCORPORATED,12,129973,129973,,,,,,
KIOWA ENERGY CORPORATION,12,46735,46735,,,,,,
SEAY JOHN R,12,17538,17538,,,,,,
NOCO PROD,12,472741,472741,,,,,,
EEX OPERATING LIMITED PARTNERSHIP,12,195369,195369,,,,,,
ASCENT ENERGY INCORPORATED,12,211235,211235,,,,,,
BRANCH PRODUCTIONS,12,98482,98482,,,,,,
BURNS JNO R,12,158916,158916,,,,,,
BEARD JOHN G,12,140348,140348,,,,,,
HOOVER B L JR,12,55902,55902,,,,,,
ROWDEN OIL & GAS INCORPORATED,12,29144,29144,,,,,,
UTAH PETROCHEMICAL,12,117163,117163,,,,,,
BRAMMER JIM COMPANY,12,73176,73176,,,,,,
CAM CORPORATION,12,140729,140729,,,,,,
ACCIDIE EXPLORATION & DEVELOPMENT INC,12,174431,174431,,,,,,
CAL-TEX OPERATING INCORPORATED,12,5372,5372,,,,,,
ABER WILLIAM M,12,318,318,,,,,,
MCGOWEN R B JR,12,143146,143146,,,,,,
MCKENZIE MANAGEMENT INCORPORATED,12,47704,47704,,,,,,
M W PRODUCTION COMPANY,12,20783,20783,,,,,,
TOMPKINS J D,12,92963,92963,,,,,,
EXXONMOBIL PIPELINE COMPANY,12,195517,195517,EXXONMOBIL,EXXONMOBIL,XOM,PUBLIC,NO,
COOTERS DEVELOPMENT L C,12,131331,131331,,,,,,
RIO GRAND EXPLORATION L L C,12,135954,135954,,,,,,
TORO EXPLORATION COMPANY,12,33847,33847,,,,,,
JOHNSON TOM E EXPLORATION LLC,12,228141,228141,,,,,,
WILLIAMSON G L,12,52003,52003,,,,,,
PEGASUS PETROLEUM CORPORATION,12,124969,124969,,,,,,
JENKINS CHARLES L DRILLING,12,183273,183273,,,,,,
CARTER B R,12,61804,61804,,,,,,
PHIFER C HOWARD,12,85348,85348,,,,,,
OLSON A O,12,48658,48658,,,,,,
FUTURE ACQUISITION COMPANY LLC,12,254524,254524,,,,,,
RICHARDS A M,12,167850,167850,,,,,,
WESTERN STATES DEVELOPMENT CORPORATION,12,93073,93073,,,,,,
C I G EXPLORATION INCORPORATED,12,5262,5262,,,,,,
DAY OIL COMPANY,12,58091,58091,,,,,,
OILTON RESOURCES INCORPORATED,12,131682,131682,,,,,,
HARRIS E L,12,105558,105558,,,,,,
HACK DRILLING COMPANY INCORPORATED,12,14047,14047,,,,,,
VAN HOOSE R H,12,34737,34737,,,,,,
WEINER SAM,12,88551,88551,,,,,,
SPARROW ENERGY,12,106002,106002,,,,,,
LAMB & FORD DRILLING COMPANY,12,83089,83089,,,,,,
DOUGHTY ERIK,12,57902,57902,,,,,,
EAGLE PRODUCTION INCORPORATED,12,258963,258963,,,,,,
BURK R G OIL PRODUCTION,12,4752,4752,,,,,,
SOUTHWESTERN REFINING COMPANY INC,12,31465,31465,,,,,,
HALL OIL COMPANY,12,141988,141988,,,,,,
FALCON OIL COMPANY,12,11154,11154,,,,,,
POWER OIL COMPANY,12,49216,49216,,,,,,
PIPELINE SERVICE COMPANY,12,26554,26554,,,,,,
VAUGHN GOOD OIL COMPANY LLC,12,208839,208839,,,,,,
GRANT OIL INCORPORATED,12,38716,38716,,,,,,
BOYSEN & JONES,12,242882,242882,,,,,,
BAILEY R O,12,42714,42714,,,,,,
SHAW A G,12,202095,202095,,,,,,
SAUR JERRY,12,29877,29877,,,,,,
CALMES KERMIT,12,159110,159110,,,,,,
SELBY OIL,12,30242,30242,,,,,,
A C A PRODUCTION COMPANY,12,143,143,,,,,,
ELKO OIL & GAS,12,44742,44742,,,,,,
CORBIN OIL & GAS COMPANY,12,160178,160178,,,,,,
ARDEN OIL CORPORATION,12,1435,1435,,,,,,
GARDNER & SPENCER,12,204512,204512,,,,,,
ALLISON R J,12,42487,42487,,,,,,
SAGA PETROLEUM CORPORATION,12,129454,129454,,,,,,
AMERICAN ENERGY - WOODFORD LLC,12,256256,256256,,,,,,
WRATHER PET CORPORATION,12,89009,89009,,,,,,
SMITH LLOYD H ET AL,12,86958,86958,,,,,,
STERLING ENERGY CORPORATION,12,90942,90942,,,,,,
HENDRICK ROBERT P,12,14959,14959,,,,,,
WILSON GAS COMPANY,12,88856,88856,,,,,,
REGENCY PETROLEUM COMPANY,12,28056,28056,,,,,,
TRIGG EXPLORATION COMPANY,12,34135,34135,,,,,,
VICTORY III PETROLEUM COMPANY,12,34927,34927,,,,,,
MB OIL COMPANY,12,21733,21733,,,,,,
HELMS EXPLORATION INCORPORATED,12,45854,45854,,,,,,
BALLARD WILEY P JR,12,136171,136171,,,,,,
BLACK GOLD PRODUCERS INCORPORATED,12,91153,91153,,,,,,
HUBER ENERGY LIMITED PARTNERSHIP,12,216242,216242,,,,,,
BERRY & ROGERS,12,43039,43039,,,,,,
FEBOCO OIL CORPORATION,12,57374,57374,,,,,,
HARRIS & SUPPES EXPLORATION,12,163423,163423,,,,,,
DYNASTY ENERGY CORPORATION,12,9888,9888,,,,,,
PUCKETT LAND COMPANY,12,233210,233210,,,,,,
DALLEA PETROLEUM,12,76272,76272,,,,,,
BADLANDS ENERGY UTAH LLC,12,266532,266532,,,,,,
HAYES OIL COMPANY,12,14732,14732,,,,,,
TEXAS L PETROLEUM INCORPORATED,12,33240,33240,,,,,,
COHO RESOURCES INCORPORATED,12,7021,7021,,,,,,
MCCULLOCH OIL COMPANY INCORPORATED,12,165989,165989,,,,,,
ANACONDA COPPER MINING COMPANY,12,140112,140112,,,,,,
MANCOS DOME REFINING COMPANY,12,173773,173773,,,,,,
MASON ROBERT A PRODUCTION COMPANY,12,47526,47526,,,,,,
PROPEL ENERGY COMPANY,12,75164,75164,,,,,,
CULTER DRILLING COMPANY,12,44135,44135,,,,,,
THOMPSON BROTHERS OIL COMPANY,12,33476,33476,,,,,,
TLT SWD LIMITED LIABILITY CORP,12,238677,238677,,,,,,
SALMOUNT OIL,12,200857,200857,,,,,,
